vin,list_price,sale_price,list_date,sale_date,cost_price,model_id,salesperson_id,dealership_id
XT661RXBLA15351,58177,56885,2021-03-01,2021-03-22,51713,2600,105,2000
XT661RXBLA15320,57841,56556,2021-07-29,2021-07-29,51415,2600,109,2002
XT641RXBLA17303,57030,55763,2021-04-25,2021-04-26,50693,2600,103,2001
XT611DXBLA12308,59204,57888,2021-07-29,2021-07-29,52625,2600,109,2002
XT671RXBLA16284,56778,55516,2021-03-15,2021-03-15,50469,2600,104,2002
XT611DXBLA12318,51365,50224,2021-01-01,2021-01-01,45658,2600,106,2005
XT611DXBLA12267,54625,53411,2021-07-29,2021-07-29,48555,2600,108,2003
XT641RXBLA17282,56230,54980,2021-04-25,2021-05-02,49982,2600,111,2003
XT671RXBLA26267,51625,50477,2021-05-21,2021-05-21,45888,2600,112,2005
XT611DXBLA12337,57323,56049,2021-07-29,2021-07-29,50954,2600,108,2003
XT671RXBLA16291,57921,56634,2021-07-29,2021-07-29,51486,2600,108,2003
XT611DXBLA12282,59593,58269,2021-07-29,2021-08-30,52971,2600,103,2001
XT661RXBLA15262,55850,54608,2021-07-29,2021-07-29,49644,2600,112,2005
XT621RXBLA14308,57778,56494,2021-01-01,2021-01-01,51359,2600,108,2003
XT641RXBLA17312,53371,52185,2021-03-01,2021-05-30,47441,2600,108,2003
XT661RXBLA15321,55881,54640,2021-03-15,2021-03-30,49672,2600,107,2000
XT671RXBLA16296,54508,53297,2021-02-01,2021-02-21,48452,2600,112,2005
XT671RXBLA16270,52397,51233,2021-01-01,2021-01-10,46575,2600,110,2004
XT661RXBLA15319,57018,55750,2021-04-25,2021-04-26,50682,2600,104,2002
XT611RXBLA13274,60001,58668,2021-04-25,2021-05-06,53335,2600,109,2002
XT671RXBLA16279,58913,57604,2021-04-25,2021-04-30,52367,2600,111,2003
XT621RXBLA14303,56050,54804,2021-01-01,2021-01-01,49822,2600,103,2001
XT671RXBLA16310,56425,55171,2021-03-15,2021-03-14,50156,2600,103,2001
XT661RXBLA15398,53130,51950,2021-03-15,2021-03-15,47227,2600,106,2005
XT641RXBLA17268,58898,57589,2021-01-01,2021-01-04,52353,2600,110,2004
XT611DXBLA12366,59897,58566,2021-01-01,2021-01-01,53242,2600,107,2000
XT641RXBLA17308,51118,49982,2021-06-01,2021-06-01,45438,2600,104,2002
XT671RXBLA16286,55947,54704,2021-06-01,2021-06-01,49731,2600,103,2001
XT661RXBLA15288,54589,53376,2021-04-01,2021-04-01,48524,2600,109,2002
XT661RXBLA15286,51871,50718,2021-04-25,2021-05-03,46107,2600,102,2004
XT661RXBLA15263,55238,54010,2021-04-25,2021-05-01,49100,2600,101,2001
XT621RXBLA14290,55638,54401,2021-07-29,2021-07-29,49456,2600,102,2004
XT661RXBLA15364,55764,54524,2021-07-29,2021-07-29,49568,2600,105,2000
XT661RXBLA15390,56695,55435,2021-01-01,2021-01-01,50396,2600,110,2004
XT661RXBLA15381,53254,52070,2021-01-01,2021-01-03,47337,2600,101,2001
XT661RXBLA15367,58318,57022,2021-01-01,2021-01-01,51838,2600,102,2004
XT661RXBLA15420,58342,57046,2021-05-21,2021-05-21,51860,2600,101,2001
XT611DXBLA12342,56715,55455,2021-01-01,2021-01-01,50414,2600,101,2001
XT621RXBLA14317,60747,59397,2021-07-29,2021-07-29,53998,2600,105,2000
XT661RXBLA15361,55990,54745,2021-07-29,2021-07-29,49769,2600,109,2002
XT641RXBLA17307,54865,53646,2021-02-01,2021-02-15,48769,2600,103,2001
XT641RXBLA17297,58947,57637,2021-03-15,2021-03-21,52397,2600,108,2003
XT661RXBLA15379,58056,56766,2021-01-01,2021-01-30,51605,2600,108,2003
XT611DXBLA12274,54690,53475,2021-01-01,2021-01-21,48614,2600,107,2000
XT671RXBLA16301,54365,53156,2021-01-01,2021-01-01,48324,2600,111,2003
XT661RXBLA15416,55197,53970,2021-05-21,2021-05-30,49064,2600,103,2001
XT671RXBLA26293,52593,51424,2021-06-01,2021-06-05,46749,2600,107,2000
XT611DXBLA12365,54633,53418,2021-01-01,2021-01-01,48562,2600,106,2005
XT671RXBLA16269,52149,50990,2021-05-21,2021-05-21,46355,2600,109,2002
XT671RXBLA16261,58589,57287,2021-07-29,2021-07-29,52080,2600,109,2002
XT641RXBLA27279,60922,59569,2021-06-01,2021-06-01,54153,2600,105,2000
XT661RXBLA15372,51517,50372,2021-07-29,2021-07-29,45793,2600,106,2005
XT661RXBLA15445,53567,52377,2021-04-25,2021-05-04,47615,2600,105,2000
XT661RXBLA15307,55373,54142,2021-03-15,2021-03-15,49220,2600,102,2004
XT661RXBLA15409,50771,49643,2021-01-01,2021-01-01,45130,2600,104,2002
XT611DXBLA12278,54640,53425,2021-03-01,2021-03-01,48569,2600,111,2003
XT661RXBLA15339,56738,55477,2021-07-29,2021-07-29,50434,2600,104,2002
XT641RXBLA27298,60579,59233,2021-01-01,2021-01-01,53848,2600,106,2005
XT661RXBLA15407,56397,55143,2021-07-29,2021-07-29,50130,2600,103,2001
XT661RXBLA15293,57949,56662,2021-07-29,2021-07-30,51511,2600,110,2004
XT661RXBLA15441,55203,53976,2021-07-29,2021-07-29,49069,2600,101,2001
XT611DXBLA12314,56064,54818,2021-07-29,2021-07-29,49835,2600,102,2004
XT611DXBLA12269,60575,59229,2021-01-01,2021-02-01,53845,2600,110,2004
XT611RXBLA13278,57556,56277,2021-01-01,2021-02-01,51161,2600,102,2004
XT611DXBLA12349,56863,55600,2021-01-01,2021-01-01,50545,2600,104,2002
XT661RXBLA15344,55768,54529,2021-01-01,2021-05-28,49572,2600,104,2002
XT661RXBLA15333,57215,55943,2021-01-01,2021-01-10,50858,2600,111,2003
XT611DXBLA12287,58236,56942,2021-04-25,2021-04-26,51766,2600,108,2003
XT661RXBLA15343,58858,57550,2021-04-25,2021-04-25,52318,2600,103,2001
XT671RXBLA16262,55291,54062,2021-04-25,2021-04-26,49147,2600,110,2004
XT641RXBLA17267,55665,54428,2021-04-25,2021-04-30,49480,2600,109,2002
XT661RXBLA15433,58689,57385,2021-05-21,2021-05-21,52168,2600,110,2004
XT661RXBLA15389,59487,58165,2021-05-21,2021-05-22,52877,2600,109,2002
XT611DXBLA12295,57217,55946,2021-07-29,2021-07-29,50860,2600,108,2003
XT641RXBLA17272,56582,55325,2021-01-01,2021-01-06,50295,2600,102,2004
XT611DXBLA12283,55682,54445,2021-01-01,2021-01-01,49495,2600,104,2002
XT641RXBLA17266,55100,53875,2021-03-15,2021-03-15,48977,2600,101,2001
XT611DXBLA12357,52534,51367,2021-01-01,2021-01-30,46697,2600,110,2004
XT661RXBLA15278,55568,54333,2021-04-25,2021-04-25,49394,2600,105,2000
XT611DXBLA12301,57724,56441,2021-03-15,2021-03-15,51310,2600,112,2005
XT621RXBLA24310,54577,53365,2021-05-21,2021-05-22,48513,2600,107,2000
XT621RXBLA24309,54922,53702,2021-03-15,2021-03-15,48820,2600,106,2005
XT661RXBLA15316,59753,58425,2021-03-15,2021-03-15,53114,2600,107,2000
XT5GE21RXBLA14319,53328,52143,2021-04-01,2021-04-21,47403,2500,111,2003
XT5GE71RXBLA16266,53035,51857,2021-07-29,2021-07-30,47143,2500,102,2004
XT5GE71RXBLA16298,54599,53386,2021-03-15,2021-03-15,48533,2500,102,2004
XT5GE61RXBLA15340,48782,47698,2021-05-21,2021-05-21,43361,2500,105,2000
XT5UE11DXBLA12358,47725,46664,2021-07-29,2021-08-02,42422,2500,111,2003
XT5GE41RXBLA17297,46277,45249,2021-01-01,2021-02-01,41135,2500,108,2003
XT5UE11DXBLA12367,43884,42909,2021-02-01,2021-03-30,39008,2500,108,2003
XT5UE11DXBLA12337,48105,47036,2021-03-01,2021-05-30,42760,2500,108,2003
XT5GE61RXBLA15430,50386,49266,2021-01-01,2021-04-12,44787,2500,108,2003
XT5UE11DXBLA12295,47779,46717,2021-01-01,2021-01-02,42470,2500,108,2003
XT5GE61RXBLA15323,49201,48107,2021-05-21,2021-05-21,43734,2500,108,2003
XT5GE41RXBLA17315,47401,46348,2021-03-15,2021-03-15,42134,2500,111,2003
XT5GE71RXBLA16302,49951,48841,2021-04-25,2021-04-26,44401,2500,105,2000
XT5GE61RXBLA15322,50089,48976,2021-04-25,2021-04-30,44523,2500,108,2003
XT5GE61RXBLA15336,51608,50461,2021-06-01,2021-06-01,45874,2500,102,2004
XT5GE41RXBLA27279,46402,45371,2021-06-01,2021-06-01,41247,2500,105,2000
XT5GE61RXBLA15298,49257,48162,2021-01-01,2021-01-01,43784,2500,108,2003
XT5GE61RXBLA15391,48898,47812,2021-05-21,2021-05-21,43465,2500,111,2003
XT5GE11RXBLA13271,47378,46325,2021-05-21,2021-05-23,42114,2500,111,2003
XT5GE61RXBLA15317,51455,50311,2021-04-01,2021-04-02,45738,2500,112,2005
XT5GE41RXBLA17320,49443,48344,2021-04-01,2021-04-21,43949,2500,104,2002
XT5UE11DXBLA12343,50351,49232,2021-07-29,2021-07-29,44757,2500,106,2005
XT5GE41RXBLA27294,47879,46815,2021-03-15,2021-03-15,42560,2500,102,2004
XT5GE61RXBLA25442,45583,44570,2021-04-25,2021-04-25,40519,2500,112,2005
XT5GE71RXBLA26263,51217,50079,2021-05-21,2021-05-22,45526,2500,105,2000
XT5GE71RXBLA26298,49188,48094,2021-07-29,2021-07-29,43722,2500,104,2002
XT5GE21RXBLA24299,47059,46013,2021-07-29,2021-07-29,41830,2500,104,2002
XT5UE11DXBLA12355,47278,46227,2021-01-01,2021-01-24,42025,2500,104,2002
XT5GE71RXBLA16263,43344,42381,2021-06-01,2021-06-01,38528,2500,105,2000
XT5GE61RXBLA15364,49714,48609,2021-04-25,2021-05-07,44190,2500,105,2000
XT5GE11RXBLA13270,45265,44259,2021-01-01,2021-01-01,40235,2500,107,2000
XT5GE61RXBLA15358,48100,47031,2021-03-15,2021-03-21,42755,2500,107,2000
XT5UE11DXBLA12361,52676,51505,2021-07-29,2021-07-30,46823,2500,101,2001
XT5GE41RXBLA27276,51331,50190,2021-01-01,2021-01-02,45628,2500,110,2004
XT5UE11DXBLA12267,51896,50743,2021-03-15,2021-03-15,46130,2500,103,2001
XT5GE61RXBLA15408,48341,47267,2021-01-01,2021-01-01,42970,2500,103,2001
XT5GE61RXBLA15421,44265,43281,2021-06-01,2021-06-01,39347,2500,103,2001
XT5GE21RXBLA14314,54811,53593,2021-03-15,2021-03-30,48721,2500,109,2002
XT5GE21RXBLA24290,50944,49812,2021-04-25,2021-04-28,45284,2500,102,2004
XT5GE21RXBLA14287,52074,50916,2021-01-01,2021-01-01,46288,2500,106,2005
XT5UE11DXBLA12320,51782,50632,2021-05-21,2021-05-24,46029,2500,111,2003
XT5UE11DXBLA12264,54159,52956,2021-03-15,2021-03-15,48142,2500,106,2005
XT5GE71RXBLA26291,50061,48949,2021-03-15,2021-03-21,44499,2500,104,2002
XT5GE41RXBLA17286,48291,47218,2021-05-21,2021-05-21,42926,2500,103,2001
XT5UE11DXBLA12291,54032,52831,2021-05-21,2021-05-21,48028,2500,112,2005
XT5GE71RXBLA16282,49268,48173,2021-05-21,2021-05-21,43794,2500,107,2000
XT5GE21RXBLA14299,46950,45907,2021-07-29,2021-07-29,41733,2500,104,2002
XT5GE71RXBLA16288,48207,47135,2021-07-29,2021-07-29,42850,2500,104,2002
XT5GE41RXBLA27282,46002,44980,2021-01-01,2021-01-01,40891,2500,104,2002
XT5GE61RXBLA15437,49386,48289,2021-01-01,2021-02-01,43899,2500,112,2005
XT5GE61RXBLA15329,49190,48097,2021-03-01,2021-05-30,43725,2500,108,2003
XT5GE41RXBLA17300,44030,43052,2021-01-01,2021-01-15,39138,2500,103,2001
XT5GE41RXBLA17264,51891,50738,2021-01-01,2021-02-01,46125,2500,110,2004
XT5GE61RXBLA15281,49910,48801,2021-01-01,2021-01-30,44364,2500,107,2000
XT5GE61RXBLA15400,48123,47054,2021-04-25,2021-04-25,42776,2500,109,2002
XT5GE61RXBLA15442,53320,52135,2021-04-25,2021-04-25,47396,2500,101,2001
XT5UE11DXBLA12332,51900,50747,2021-04-25,2021-04-30,46134,2500,101,2001
XT5GE21RXBLA14308,51669,50521,2021-03-15,2021-03-15,45928,2500,109,2002
XT5GE61RXBLA15309,48362,47287,2021-03-15,2021-03-15,42989,2500,107,2000
XT5GE71RXBLA26266,49622,48519,2021-06-01,2021-06-01,44108,2500,108,2003
XT5GE61RXBLA15431,50432,49311,2021-04-25,2021-04-25,44828,2500,112,2005
XT5GE61RXBLA15367,51326,50185,2021-04-01,2021-04-02,45623,2500,109,2002
XT5GE41RXBLA27297,51404,50262,2021-04-25,2021-04-30,45693,2500,106,2005
XT5UE11DXBLA12364,49717,48612,2021-07-29,2021-07-29,44193,2500,109,2002
XT5GE61RXBLA15314,51759,50609,2021-04-01,2021-04-21,46008,2500,104,2002
XT5GE21RXBLA14281,49022,47932,2021-05-21,2021-05-27,43575,2500,112,2005
XT5GE41RXBLA17291,43692,42721,2021-07-29,2021-07-29,38838,2500,101,2001
XT5GE61RXBLA15371,47695,46635,2021-07-29,2021-07-29,42396,2500,108,2003
XT5GE71RXBLA16295,48788,47704,2021-07-29,2021-07-29,43367,2500,106,2005
XT5UE11DXBLA12292,53067,51888,2021-02-01,2021-02-15,47171,2500,106,2005
XT5GE61RXBLA15295,46961,45917,2021-01-01,2021-01-10,41743,2500,112,2005
XT5GE21RXBLA24327,52322,51159,2021-04-25,2021-05-03,46508,2500,107,2000
XT5GE71RXBLA26279,51224,50086,2021-03-15,2021-03-15,45533,2500,106,2005
XT5UE11DXBLA12300,51880,50727,2021-05-21,2021-05-21,46116,2500,112,2005
XT5GE61RXBLA25439,53245,52062,2021-06-01,2021-06-02,47329,2500,109,2002
XT5GE41RXBLA17269,53205,52023,2021-04-25,2021-04-30,47293,2500,109,2002
XT5GE61RXBLA15434,52684,51513,2021-01-01,2021-01-07,46830,2500,102,2004
XT5GE21RXBLA14317,54779,53562,2021-02-01,2021-02-15,48692,2500,106,2005
XT5UE11DXBLA12334,53172,51990,2021-02-01,2021-02-15,47264,2500,105,2000
XT5GE41RXBLA17279,46949,45905,2021-07-29,2021-07-29,41732,2500,112,2005
XT5GE21RXBLA24296,49319,48223,2021-05-21,2021-05-26,43839,2500,102,2004
XT5GE41RXBLA17276,51294,50154,2021-07-29,2021-07-29,45595,2500,106,2005
XT5GE71RXBLA16271,52151,50992,2021-03-15,2021-03-16,46357,2500,104,2002
XT5GE21RXBLA14272,47049,46003,2021-03-01,2021-03-01,41821,2500,104,2002
XT5GE41RXBLA17294,48617,47536,2021-03-15,2021-03-15,43215,2500,102,2004
XT5GE61RXBLA15397,52491,51324,2021-07-29,2021-07-29,46658,2500,104,2002
XT5GE61RXBLA15359,44720,43726,2021-01-01,2021-02-02,39751,2500,110,2004
XT5GE41RXBLA17309,44753,43759,2021-03-15,2021-03-21,39781,2500,110,2004
XT5UE11DXBLA12287,52436,51270,2021-01-01,2021-01-06,46610,2500,103,2001
XT5GE21RXBLA14290,51678,50530,2021-06-01,2021-06-01,45936,2500,105,2000
XT5UE11DXBLA12270,45689,44674,2021-04-25,2021-05-04,40613,2500,107,2000
XT5GE11RXBLA13267,46435,45403,2021-04-25,2021-05-02,41275,2500,107,2000
XT5GE61RXBLA15302,49435,48337,2021-01-01,2021-01-02,43943,2500,110,2004
XT5GE21RXBLA24302,43731,42760,2021-06-01,2021-06-01,38872,2500,102,2004
XT5GE61RXBLA15349,44948,43949,2021-06-01,2021-06-01,39954,2500,101,2001
XT5GE71RXBLA16276,48234,47162,2021-01-01,2021-01-30,42875,2500,109,2002
XT5GE71RXBLA26276,48996,47907,2021-01-01,2021-01-30,43552,2500,106,2005
XT5GE61RXBLA15445,51000,49866,2021-04-25,2021-04-25,45333,2500,107,2000
XT5GE21RXBLA14262,49061,47971,2021-01-01,2021-01-01,43610,2500,108,2003
XT5UE11DXBLA12347,52759,51587,2021-03-15,2021-03-16,46897,2500,108,2003
XT5GE61RXBLA15403,50113,49000,2021-05-21,2021-05-21,44545,2500,111,2003
XT5UE11DXBLA12272,50366,49246,2021-05-21,2021-05-21,44770,2500,109,2002
XT5GE71RXBLA26295,43520,42553,2021-05-21,2021-05-24,38684,2500,111,2003
XT5GE61RXBLA15385,48959,47871,2021-07-29,2021-07-30,43519,2500,101,2001
XT5UE11DXBLA12302,48375,47300,2021-07-29,2021-07-29,43000,2500,109,2002
XT5GE41RXBLA17275,52117,50959,2021-03-15,2021-03-15,46326,2500,104,2002
XT5GE61RXBLA15388,49683,48579,2021-04-01,2021-04-01,44162,2500,111,2003
XT5GE61RXBLA15363,49507,48407,2021-04-01,2021-04-21,44006,2500,101,2001
XT5GE61RXBLA15333,45208,44203,2021-04-01,2021-04-21,40185,2500,111,2003
XT5GE61RXBLA25445,54659,53444,2021-07-29,2021-07-29,48586,2500,105,2000
XT5GE21RXBLA14293,53146,51965,2021-05-21,2021-05-21,47241,2500,111,2003
XT5GE61RXBLA15276,49462,48363,2021-07-29,2021-08-30,43967,2500,103,2001
XT5GE61RXBLA15261,51076,49941,2021-07-29,2021-07-29,45401,2500,103,2001
XT5GE71RXBLA16291,49949,48839,2021-01-01,2021-02-01,44399,2500,112,2005
XT5GE61RXBLA15382,51280,50141,2021-01-01,2021-01-01,45583,2500,106,2005
XT5GE21RXBLA14264,53088,51908,2021-01-01,2021-02-01,47189,2500,108,2003
XT5GE41RXBLA17289,53772,52577,2021-02-01,2021-03-15,47797,2500,110,2004
XT5GE61RXBLA15410,52169,51010,2021-01-01,2021-01-30,46373,2500,107,2000
XT5GE21RXBLA24293,55805,54564,2021-02-01,2021-02-15,49604,2500,112,2005
XT5GE11RXBLA13264,50952,49820,2021-07-29,2021-07-29,45291,2500,109,2002
XT5GE61RXBLA15346,44036,43057,2021-04-25,2021-04-26,39143,2500,110,2004
XT5GE41RXBLA17303,49772,48666,2021-04-25,2021-04-30,44242,2500,101,2001
XT5GE21RXBLA14278,49950,48840,2021-07-29,2021-07-29,44400,2500,102,2004
XT5UE11DXBLA12278,51812,50660,2021-01-01,2021-01-03,46055,2500,110,2004
XT5GE41RXBLA17312,48454,47378,2021-03-15,2021-03-15,43071,2500,110,2004
XT5GE41RXBLA17272,51658,50510,2021-03-15,2021-03-15,45918,2500,109,2002
XT5GE61RXBLA15268,49842,48734,2021-05-21,2021-05-22,44304,2500,107,2000
XT5GE41RXBLA27269,45078,44076,2021-05-21,2021-05-21,40069,2500,111,2003
XT5GE61RXBLA15380,50214,49098,2021-03-15,2021-03-15,44634,2500,111,2003
XT5UE11DXBLA12304,45541,44529,2021-03-01,2021-03-01,40481,2500,105,2000
XT5GE61RXBLA25448,47145,46097,2021-04-01,2021-04-01,41906,2500,105,2000
XT5GE61RXBLA15264,46856,45815,2021-03-15,2021-03-15,41650,2500,102,2004
XT5GE41RXBLA17263,46818,45778,2021-01-01,2021-01-01,41616,2500,108,2003
XT5GE61RXBLA15284,44494,43505,2021-01-01,2021-01-28,39550,2500,108,2003
XT5GE71RXBLA26273,50163,49048,2021-02-01,2021-03-30,44589,2500,102,2004
XT5GE61RXBLA15426,54821,53603,2021-01-01,2021-01-05,48730,2500,105,2000
XT5GE61RXBLA15296,52528,51361,2021-02-01,2021-02-15,46692,2500,111,2003
XT5GE21RXBLA24324,50112,48998,2021-06-01,2021-06-06,44544,2500,111,2003
XT5GE21RXBLA14305,50347,49228,2021-04-25,2021-04-25,44753,2500,105,2000
XT5GE41RXBLA27291,47580,46522,2021-04-25,2021-04-27,42293,2500,111,2003
XT5GE61RXBLA15448,48080,47011,2021-03-15,2021-03-15,42737,2500,108,2003
XT5GE41RXBLA27263,52307,51144,2021-05-21,2021-05-21,46495,2500,105,2000
XT5GE61RXBLA15413,53493,52304,2021-05-21,2021-05-21,47550,2500,108,2003
XT5GE21RXBLA24311,52514,51347,2021-01-01,2021-01-01,46679,2500,108,2003
XT5GE41RXBLA17319,45431,44421,2021-01-01,2021-01-01,40383,2500,105,2000
XT5UE11DXBLA12350,53908,52710,2021-06-01,2021-06-01,47918,2500,105,2000
XT5UE11DXBLA12326,49961,48850,2021-01-01,2021-01-07,44409,2500,111,2003
XT5GE61RXBLA15342,48923,47836,2021-03-01,2021-08-08,43487,2500,102,2004
XT5UE11DXBLA12314,47570,46513,2021-04-25,2021-04-25,42284,2500,102,2004
XT5UE11DXBLA12262,53287,52103,2021-04-25,2021-04-30,47366,2500,108,2003
XT5UE11DXBLA12340,52978,51801,2021-05-21,2021-05-26,47092,2500,111,2003
XT5GE61RXBLA15271,42906,41952,2021-03-15,2021-03-15,38139,2500,102,2004
XT5GE21RXBLA14275,55609,54373,2021-01-01,2021-01-13,49430,2500,111,2003
XT5GE61RXBLA15379,52932,51756,2021-05-21,2021-05-25,47051,2500,108,2003
XT5GE41RXBLA27272,46221,45193,2021-05-21,2021-05-21,41085,2500,111,2003
XT5GE21RXBLA14311,46373,45343,2021-07-29,2021-08-30,41221,2500,111,2003
XT5GE71RXBLA16273,47105,46059,2021-07-29,2021-07-29,41871,2500,105,2000
XT5GE21RXBLA14325,45472,44462,2021-07-29,2021-07-31,40420,2500,102,2004
XT5GE21RXBLA14302,46962,45918,2021-01-01,2021-01-01,41744,2500,102,2004
XT5UE11DXBLA12310,49121,48029,2021-01-01,2021-01-31,43663,2500,111,2003
XT5GE61RXBLA15305,48683,47602,2021-02-01,2021-02-15,43274,2500,105,2000
XT5UE11DXBLA12284,53685,52492,2021-01-01,2021-01-21,47720,2500,105,2000
XT5GE61RXBLA15374,44122,43141,2021-04-25,2021-05-07,39219,2500,108,2003
XT5GE71RXBLA16279,46892,45850,2021-04-25,2021-04-25,41681,2500,111,2003
XT5GE61RXBLA15278,52994,51816,2021-03-15,2021-03-21,47106,2500,105,2000
XT5GE61RXBLA15290,47871,46807,2021-03-15,2021-03-15,42552,2500,105,2000
XT5GE71RXBLA16304,54899,53679,2021-03-15,2021-03-15,48799,2500,111,2003
XT5GE61RXBLA15418,46960,45916,2021-03-15,2021-03-15,41742,2500,111,2003
XT5GE61RXBLA15274,52215,51055,2021-06-01,2021-06-01,46413,2500,105,2000
XT5GE11RXBLA13278,45941,44920,2021-06-01,2021-06-01,40836,2500,102,2004
XT5UE11DXBLA12307,49238,48144,2021-04-01,2021-04-21,43767,2500,108,2003
XT5GE71RXBLA16284,51879,50726,2021-02-01,2021-02-15,46114,2500,102,2004
XT5GE21RXBLA24305,45725,44709,2021-07-29,2021-07-29,40644,2500,102,2004
XT5GE61RXBLA15286,51160,50023,2021-04-25,2021-05-02,45476,2500,102,2004
XT5GE21RXBLA14296,49859,48751,2021-05-21,2021-05-21,44319,2500,108,2003
XT5GE21RXBLA14270,44778,43783,2021-03-01,2021-03-01,39803,2500,105,2000
XT5GE61RXBLA15424,49466,48366,2021-04-01,2021-04-01,43969,2500,105,2000
XT5GE61RXBLA15307,52280,51118,2021-07-29,2021-07-31,46471,2500,102,2004
XT5GE21RXBLA24308,52773,51600,2021-05-21,2021-05-21,46909,2500,105,2000
XT5GE71RXBLA26282,50012,48901,2021-07-29,2021-09-12,44455,2500,111,2003
XT5UE11DXBLA12352,52207,51047,2021-01-01,2021-01-31,46406,2500,105,2000
XT5UE11DXBLA12322,49886,48777,2021-03-01,2021-08-08,44343,2500,108,2003
XT5GE21RXBLA14284,46071,45048,2021-03-15,2021-03-30,40952,2500,108,2003
XT5GE61RXBLA15439,48175,47105,2021-01-01,2021-02-01,42822,2500,111,2003
XT5UE11DXBLA12317,45778,44761,2021-01-01,2021-01-01,40691,2500,105,2000
XT5GE11RXBLA13281,52822,51648,2021-04-25,2021-04-25,46953,2500,105,2000
XT5GE71RXBLA26288,53180,51998,2021-04-25,2021-05-02,47271,2500,102,2004
XT5GE41RXBLA17306,48318,47244,2021-04-25,2021-04-30,42949,2500,102,2004
XT5GE41RXBLA17282,47563,46506,2021-01-01,2021-01-01,42278,2500,111,2003
XT5GE61RXBLA15406,46297,45268,2021-01-01,2021-02-15,41153,2500,102,2004
XT5GE61RXBLA15355,48483,47406,2021-03-15,2021-03-15,43096,2500,105,2000
XT5GE11RXBLA13273,47383,46330,2021-06-01,2021-06-01,42118,2500,111,2003
XT5GE71RXBLA16313,44811,43815,2021-06-01,2021-06-01,39832,2500,102,2004
XT5GE71RXBLA16301,50133,49019,2021-06-01,2021-06-01,44563,2500,111,2003
XT5GE71RXBLA16309,53391,52205,2021-03-01,2021-08-08,47459,2500,102,2004
XT5UE11DXBLA12275,55233,54006,2021-04-25,2021-05-02,49096,2500,108,2003
XT5UE11DXBLA12329,42582,41636,2021-04-25,2021-04-25,37851,2500,102,2004
XT5GE61RXBLA15352,50456,49335,2021-05-21,2021-05-25,44850,2500,102,2004
XT5UE11DXBLA12281,43188,42228,2021-07-29,2021-07-29,38389,2500,102,2004
XT5GE61RXBLA15394,48348,47273,2021-03-15,2021-03-15,42976,2500,102,2004
CT5V71RXBLA26291,61242,59881,2021-04-01,2021-04-01,54437,1550,105,2000
CT5V21RXBLA14307,55221,53994,2021-04-01,2021-04-21,49086,1550,107,2000
CT5V61RXBLA15444,59099,57786,2021-04-25,2021-04-30,52532,1550,104,2002
CT5V61RXBLA15375,56178,54930,2021-07-29,2021-07-30,49936,1550,109,2002
CT5V61RXBLA15366,63315,61908,2021-07-29,2021-07-29,56280,1550,101,2001
CT5V21RXBLA24313,63056,61655,2021-02-01,2021-02-17,56050,1550,110,2004
CT5V61RXBLA15341,60335,58995,2021-01-01,2021-01-10,53632,1550,106,2005
CT5V11DXBLA12266,60450,59107,2021-01-01,2021-01-31,53734,1550,107,2000
CT5V41RXBLA17311,59759,58431,2021-01-01,2021-01-30,53119,1550,107,2000
CT5V61RXBLA15354,59229,57913,2021-03-15,2021-03-17,52648,1550,104,2002
CT5V11DXBLA12303,62315,60930,2021-06-01,2021-06-01,55391,1550,104,2002
CT5V41RXBLA17306,64613,63178,2021-03-15,2021-03-15,57434,1550,102,2004
CT5V11DXBLA12272,60114,58779,2021-05-21,2021-05-21,53435,1550,105,2000
CT5V61RXBLA15325,56096,54849,2021-07-29,2021-07-29,49863,1550,110,2004
CT5V61RXBLA15422,60393,59051,2021-01-01,2021-01-01,53683,1550,103,2001
CT5V61RXBLA15306,58873,57564,2021-01-01,2021-01-01,52331,1550,101,2001
CT5V21RXBLA24299,58653,57349,2021-06-01,2021-06-01,52136,1550,108,2003
CT5V21RXBLA24290,58035,56746,2021-06-01,2021-06-01,51587,1550,111,2003
CT5V71RXBLA26296,64010,62588,2021-06-01,2021-06-02,56898,1550,109,2002
CT5V21RXBLA24294,59067,57754,2021-04-25,2021-04-25,52504,1550,103,2001
CT5V11DXBLA12276,57911,56624,2021-01-01,2021-01-12,51476,1550,109,2002
CT5V11RXBLA13282,62524,61134,2021-07-29,2021-07-29,55577,1550,106,2005
CT5V21RXBLA14269,59469,58147,2021-03-15,2021-03-15,52861,1550,104,2002
CT5V71RXBLA16272,60013,58679,2021-03-15,2021-03-15,53345,1550,112,2005
CT5V21RXBLA14297,55614,54379,2021-07-29,2021-07-30,49435,1550,104,2002
CT5V11DXBLA12290,59736,58409,2021-05-21,2021-05-21,53099,1550,107,2000
CT5V71RXBLA16283,57081,55813,2021-05-21,2021-05-25,50739,1550,102,2004
CT5V11DXBLA12302,54811,53593,2021-05-21,2021-05-21,48721,1550,107,2000
CT5V21RXBLA24303,62355,60969,2021-07-29,2021-07-29,55426,1550,103,2001
CT5V21RXBLA24304,61998,60620,2021-01-01,2021-01-01,55109,1550,112,2005
CT5V11DXBLA12317,58053,56763,2021-01-01,2021-01-03,51603,1550,112,2005
CT5V71RXBLA16303,59083,57770,2021-01-01,2021-04-21,52519,1550,108,2003
CT5V71RXBLA16289,60694,59345,2021-01-01,2021-01-06,53950,1550,103,2001
